radius_pm,one_entry_probability_per_pm,cumulative_probability
0.0,0.0,0.0
1.0583544210934803,0.00015870546720881643,8.398331643607862e-05
2.1167088421869606,0.0005862777528159644,0.00047821145871292055
3.175063263280441,0.001218623099576211,0.0014333238570952455
4.233417684373921,0.002002010677671727,0.003137609855531921
5.291772105467403,0.00289164477723987,0.005727220798538879
6.350126526560882,0.0038504170471138056,0.009294966268084022
7.408480947654364,0.004847820794373258,0.013897875505714249
8.466835368747843,0.005858979924094416,0.019563670443792803
9.525189789841322,0.006863824195546103,0.026296288438156745
10.583544210934805,0.007846383420558484,0.03408059507101039
11.641898632028285,0.008794157475477472,0.042886390084363644
12.700253053121765,0.009697538776023636,0.052671774325010606
13.758607474215246,0.01054936937317711,0.06338597670160073
14.816961895308728,0.011344556109251908,0.07497174311631072
15.875316316402206,0.012079724766339114,0.08736733872911931
16.933670737495685,0.012752902879493417,0.10050819935728685
17.99202515858917,0.013363231883078428,0.11432826270120738
19.050379579682645,0.013910795266081306,0.12876105630837575
20.10873400077613,0.014396443824099762,0.14374060212839743
21.16708842186961,0.014821637972102768,0.1592021451508384
22.225442842963087,0.015188312169848377,0.1750827268556028
23.28379726405657,0.015498728031710252,0.19132160918939928
24.34215168515005,0.015755381460579174,0.2078605716686514
25.40050610624353,0.015960962271300696,0.22464413797342914
26.45886052733701,0.016118290274622932,0.24161974735210542
27.517214948430492,0.016230260079616827,0.2587378629937928
28.575569369523972,0.016299795879654386,0.2759520272652493
29.633923790617455,0.016329805191855597,0.2932188685415239
30.692278211710928,0.016323124056656223,0.31049805455743135
31.75063263280441,0.016282520152517528,0.3277522184081214
32.808987053897894,0.01621068890296254,0.34494688413781244
33.86734147499137,0.016110238443856187,0.36205038231348585
34.925695896084854,0.015983678301858255,0.37903375165250236
35.98405031717834,0.015833411348480615,0.39587063040138426
37.04240473827181,0.015661726910580844,0.41253713981109835
38.10075915936529,0.015470783911819165,0.4290117550454121
39.15911358045877,0.015262609908292936,0.44527516665777345
40.21746800155226,0.015039118082012725,0.4613101505504295
41.27582242264574,0.014802110289780415,0.47710144853950326
42.33417684373922,0.014553278288290412,0.49263565118176245
43.392531264832705,0.014294205933429435,0.5079010824135033
44.450885685926174,0.014026372096869704,0.5228876868966482
45.50924010701966,0.013751153887742873,0.5375869206130751
46.56759452811314,0.013469826349969745,0.5519916430036158
47.625948949206624,0.013183561919612953,0.5660960086597328
48.6843033703001,0.01289344183024951,0.5798953647635019
49.74265779139358,0.012600464462314335,0.5933861589813408
50.80101221248706,0.012305549397258243,0.6065658539213878
51.85936663358054,0.012009541303507154,0.6194328457926098
52.91772105467402,0.011713213883494236,0.6319863872089504
53.9760754757675,0.011417273813931754,0.64422651416726
55.034429896860985,0.011122364583516993,0.6561539771411541
56.09278431795446,0.010829069263738687,0.6677701756719462
57.151138739047944,0.010537911984056037,0.6790770952064588
58.20949316014143,0.01024936278951584,0.6900772472860062
59.26784758123491,0.00996384360785487,0.7007736154635723
60.32620200232839,0.009681731882428145,0.7111696063011057
61.384556423421856,0.009403363474891808,0.7212690038253107
62.44291084451534,0.009129035459343985,0.731075926998069
63.50126526560882,0.008859008809659,0.7405947900875313
64.5596196867023,0.008593510970200596,0.7498302658216491
65.61797410779579,0.008332738286415625,0.7587872511882842
66.67632852888926,0.008076858082173368,0.767470835620812
67.73468294998274,0.00782601020687014,0.7758862711017003
68.79303737107622,0.007580309116880857,0.7840389441862352
69.85139179216971,0.007339846676165453,0.7919343506097223
70.90974621326319,0.007104694363618225,0.799578072544783
71.96810063435667,0.006874904964245073,0.8069757579216628
73.02645505545016,0.006650514109546472,0.8141331014586074
74.08480947654363,0.006431541732936999,0.8210558272775494
75.1431638976371,0.006217993440441592,0.8277496730153108
76.20151831873058,0.006009861797997377,0.8342203753413573
77.25987273982406,0.005807127531104005,0.8404736567915918
78.31822716091754,0.005609760596189827,0.8465152138039174
79.37658158201103,0.005417721083488555,0.8523507057985249
80.43493600310453,0.005230960139282998,0.8579857452239926
81.493290424198,0.005049421060703697,0.8634258886707588
82.55164484529148,0.004873040300755183,0.8686766290957734
83.60999926638496,0.004701748278892593,0.8737433890079261
84.66835368747844,0.004535470090574797,0.878631514457892
85.72670810857193,0.004374126162637933,0.8833462697502648
86.78506252966541,0.0042176328624598525,0.8878928328248558
87.8434169507589,0.0040659030627798205,0.8922762912592378
88.90177137185235,0.003918846664118947,0.8965016388466319
89.96012579294583,0.003776371075111095,0.9005737727044275
91.01848021403931,0.0036383816450935897,0.9044974908657993
92.0768346351328,0.0035047820439338493,0.9082774903012376
93.13518905622628,0.0033754746184461587,0.9119183653296815
94.19354347731976,0.0032503607641542805,0.9154246064149879
95.25189789841325,0.003129341280643713,0.9188005993471734
96.31025231950672,0.003012316673819962,0.9220506247716487
